# Tools/apidoc_secrets.txt -- GENERATED, do not edit by hand.
#
# Source: the client's own APIDocumentation, exported by
# Tools/APIDump and converted by Tools/apidoc_import.py.
# Regenerate after every content patch.
#
#   H | build | interface | generated
#   F | function            | secret return aspects | structures with secret fields
#   A | function            | secret argument policy | aspects added
#   X | function            | forbidden aspects checked (argument)
#   S | structure | field   | ConditionalSecret,NeverSecret,...
#
# Only F records taint a value in Tools/lint_secret_values.py.
# The rest are recorded so the file stays useful as the linter grows.

H|12.1.0|120100|2026-09-13
A|C_ProfSpecs.GetDescriptionForPath|AllowedWhenUntainted|
A|C_ProfSpecs.GetDescriptionForPerk|AllowedWhenUntainted|
A|C_ProfSpecs.GetEntryIDForPerk|AllowedWhenUntainted|
A|C_ProfSpecs.GetPerksForPath|AllowedWhenUntainted|
A|C_ProfSpecs.GetRootPathForTab|AllowedWhenUntainted|
A|C_ProfSpecs.GetSourceTextForPath|AllowedWhenUntainted|
A|C_ProfSpecs.GetSpecTabIDsForSkillLine|AllowedWhenUntainted|
A|C_ProfSpecs.GetSpendCurrencyForPath|AllowedWhenUntainted|
A|C_ProfSpecs.GetSpendEntryForPath|AllowedWhenUntainted|
A|C_ProfSpecs.GetStateForPath|AllowedWhenUntainted|
A|C_ProfSpecs.GetStateForPerk|AllowedWhenUntainted|
A|C_ProfSpecs.GetStateForTab|AllowedWhenUntainted|
A|C_ProfSpecs.GetTabInfo|AllowedWhenUntainted|
A|C_ProfSpecs.GetUnlockEntryForPath|AllowedWhenUntainted|
A|C_ProfSpecs.GetUnlockRankForPerk|AllowedWhenUntainted|
A|C_ProfSpecs.ShouldShowPointsReminderForSkillLine|AllowedWhenUntainted|
A|C_ProfSpecs.SkillLineHasSpecialization|AllowedWhenUntainted|
A|C_PvP.CanToggleWarMode|AllowedWhenUntainted|
A|C_PvP.GetArenaCrowdControlDuration|AllowedWhenUntainted|
A|C_PvP.GetArenaCrowdControlInfo|AllowedWhenUntainted|
A|C_PvP.GetArenaRewards|AllowedWhenUntainted|
A|C_PvP.GetAssignedSpecForBattlefieldQueue|AllowedWhenUntainted|
A|C_PvP.GetBattlefieldFlagPosition|AllowedWhenUntainted|
A|C_PvP.GetBattlefieldVehicleInfo|AllowedWhenUntainted|
A|C_PvP.GetBattlefieldVehicles|AllowedWhenUntainted|
A|C_PvP.GetBattlegroundInfo|AllowedWhenUntainted|
A|C_PvP.GetBrawlRewards|AllowedWhenUntainted|
A|C_PvP.GetGlobalPvpScalingInfoForSpecID|AllowedWhenUntainted|
A|C_PvP.GetHonorRewardInfo|AllowedWhenUntainted|
A|C_PvP.GetLevelUpBattlegrounds|AllowedWhenUntainted|
A|C_PvP.GetMatchPVPStatColumn|AllowedWhenUntainted|
A|C_PvP.GetNextHonorLevelForReward|AllowedWhenUntainted|
A|C_PvP.GetOutdoorPvPWaitTime|AllowedWhenUntainted|
A|C_PvP.GetPvpTierID|AllowedWhenUntainted|
A|C_PvP.GetPvpTierInfo|AllowedWhenUntainted|
A|C_PvP.GetRewardItemLevelsByTierEnum|AllowedWhenUntainted|
A|C_PvP.GetScoreInfoByPlayerGuid|AllowedWhenUntainted|
A|C_PvP.GetScoreInfo|AllowedWhenUntainted|
A|C_PvP.GetSkirmishInfo|AllowedWhenUntainted|
A|C_PvP.GetTeamInfo|AllowedWhenUntainted|
A|C_PvP.JoinBattlefield|AllowedWhenUntainted|
A|C_PvP.JoinBrawl|AllowedWhenUntainted|
A|C_PvP.JoinTrainingGround|AllowedWhenUntainted|
A|C_PvP.RequestCrowdControlSpell|AllowedWhenUntainted|
A|C_PvP.SetPVP|AllowedWhenUntainted|
A|C_PvP.SetWarModeDesired|AllowedWhenUntainted|
A|C_PvP.StartSoloRBGWarGameByName|AllowedWhenUntainted|
A|C_PvP.StartSpectatorSoloRBGWarGame|AllowedWhenUntainted|
A|C_QuestHub.IsAreaPOICurrentlyRelatedToHub|AllowedWhenUntainted|
A|C_QuestHub.IsQuestCurrentlyRelatedToHub|AllowedWhenUntainted|
A|C_QuestInfoSystem.GetQuestClassification|AllowedWhenUntainted|
A|C_QuestInfoSystem.GetQuestHasShortExpirationWarning|AllowedWhenUntainted|
A|C_QuestInfoSystem.GetQuestLogRewardFavor|AllowedWhenUntainted|
A|C_QuestInfoSystem.GetQuestRewardCurrencies|AllowedWhenUntainted|
A|C_QuestInfoSystem.GetQuestRewardSpellInfo|AllowedWhenUntainted|
A|C_QuestInfoSystem.GetQuestRewardSpells|AllowedWhenUntainted|
A|C_QuestInfoSystem.GetQuestShouldToastCompletion|AllowedWhenUntainted|
A|C_QuestInfoSystem.HasQuestRewardCurrencies|AllowedWhenUntainted|
A|C_QuestInfoSystem.HasQuestRewardSpells|AllowedWhenUntainted|
A|C_QuestItemUse.CanUseQuestItemOnObject|AllowedWhenUntainted|
A|C_QuestLine.GetAvailableQuestLines|AllowedWhenUntainted|
A|C_QuestLine.GetForceVisibleQuests|AllowedWhenUntainted|
A|C_QuestLine.GetQuestLineInfo|AllowedWhenUntainted|
A|C_QuestLine.GetQuestLineQuests|AllowedWhenUntainted|
A|C_QuestLine.IsComplete|AllowedWhenUntainted|
A|C_QuestLine.QuestLineIgnoresAccountCompletedFiltering|AllowedWhenUntainted|
A|C_QuestLine.RequestQuestLinesForMap|AllowedWhenUntainted|
A|C_QuestLog.AddQuestWatch|AllowedWhenUntainted|
A|C_QuestLog.AddWorldQuestWatch|AllowedWhenUntainted|
A|C_QuestLog.CanAbandonQuest|AllowedWhenUntainted|
A|C_QuestLog.DoesQuestAwardReputationWithFaction|AllowedWhenUntainted|
A|C_QuestLog.GetBountiesForMapID|AllowedWhenUntainted|
A|C_QuestLog.GetBountySetInfoForMapID|AllowedWhenUntainted|
A|C_QuestLog.GetDistanceSqToQuest|AllowedWhenUntainted|
A|C_QuestLog.GetHeaderIndexForQuest|AllowedWhenUntainted|
A|C_QuestLog.GetInfo|AllowedWhenUntainted|
A|C_QuestLog.GetLogIndexForQuestID|AllowedWhenUntainted|
A|C_QuestLog.GetNextWaypointForMap|AllowedWhenUntainted|
A|C_QuestLog.GetNextWaypointText|AllowedWhenUntainted|
A|C_QuestLog.GetNextWaypoint|AllowedWhenUntainted|
A|C_QuestLog.GetNumQuestObjectives|AllowedWhenUntainted|
A|C_QuestLog.GetQuestAdditionalHighlights|AllowedWhenUntainted|
A|C_QuestLog.GetQuestDetailsTheme|AllowedWhenUntainted|
A|C_QuestLog.GetQuestDifficultyLevel|AllowedWhenUntainted|
A|C_QuestLog.GetQuestIDForLogIndex|AllowedWhenUntainted|
A|C_QuestLog.GetQuestIDForQuestWatchIndex|AllowedWhenUntainted|
A|C_QuestLog.GetQuestIDForWorldQuestWatchIndex|AllowedWhenUntainted|
A|C_QuestLog.GetQuestLogMajorFactionReputationRewards|AllowedWhenUntainted|
A|C_QuestLog.GetQuestLogPortraitGiver|AllowedWhenUntainted|
A|C_QuestLog.GetQuestObjectives|AllowedWhenUntainted|
A|C_QuestLog.GetQuestRewardCurrencies|AllowedWhenUntainted|
A|C_QuestLog.GetQuestRewardCurrencyInfo|AllowedWhenUntainted|
A|C_QuestLog.GetQuestTagInfo|AllowedWhenUntainted|
A|C_QuestLog.GetQuestType|AllowedWhenUntainted|
A|C_QuestLog.GetQuestWatchType|AllowedWhenUntainted|
A|C_QuestLog.GetQuestsOnMap|AllowedWhenUntainted|
A|C_QuestLog.GetRequiredMoney|AllowedWhenUntainted|
A|C_QuestLog.GetSuggestedGroupSize|AllowedWhenUntainted|
A|C_QuestLog.GetTimeAllowed|AllowedWhenUntainted|
A|C_QuestLog.GetTitleForLogIndex|AllowedWhenUntainted|
A|C_QuestLog.GetTitleForQuestID|AllowedWhenUntainted|
A|C_QuestLog.GetZoneStoryInfo|AllowedWhenUntainted|
A|C_QuestLog.IsAccountQuest|AllowedWhenUntainted|
A|C_QuestLog.IsComplete|AllowedWhenUntainted|
A|C_QuestLog.IsFailed|AllowedWhenUntainted|
A|C_QuestLog.IsImportantQuest|AllowedWhenUntainted|
A|C_QuestLog.IsMetaQuest|AllowedWhenUntainted|
A|C_QuestLog.IsOnMap|AllowedWhenUntainted|
A|C_QuestLog.IsOnQuest|AllowedWhenUntainted|
A|C_QuestLog.IsPushableQuest|AllowedWhenUntainted|
A|C_QuestLog.IsQuestBounty|AllowedWhenUntainted|
A|C_QuestLog.IsQuestCalling|AllowedWhenUntainted|
A|C_QuestLog.IsQuestCriteriaForBounty|AllowedWhenUntainted|
A|C_QuestLog.IsQuestDisabledForSession|AllowedWhenUntainted|
A|C_QuestLog.IsQuestFlaggedCompletedOnAccount|AllowedWhenUntainted|
A|C_QuestLog.IsQuestFlaggedCompleted|AllowedWhenUntainted|
A|C_QuestLog.IsQuestFromContentPush|AllowedWhenUntainted|
A|C_QuestLog.IsQuestInvasion|AllowedWhenUntainted|
A|C_QuestLog.IsQuestReplayable|AllowedWhenUntainted|
A|C_QuestLog.IsQuestReplayedRecently|AllowedWhenUntainted|
A|C_QuestLog.IsQuestTask|AllowedWhenUntainted|
A|C_QuestLog.IsQuestTrivial|AllowedWhenUntainted|
A|C_QuestLog.IsRepeatableQuest|AllowedWhenUntainted|
A|C_QuestLog.IsThreatQuest|AllowedWhenUntainted|
A|C_QuestLog.IsUnitOnQuest|AllowedWhenUntainted|
A|C_QuestLog.IsWorldQuest|AllowedWhenUntainted|
A|C_QuestLog.QuestCanHaveWarModeBonus|AllowedWhenUntainted|
A|C_QuestLog.QuestContainsFirstTimeRepBonusForPlayer|AllowedWhenUntainted|
A|C_QuestLog.QuestHasQuestSessionBonus|AllowedWhenUntainted|
A|C_QuestLog.QuestHasWarModeBonus|AllowedWhenUntainted|
A|C_QuestLog.QuestIgnoresAccountCompletedFiltering|AllowedWhenUntainted|
A|C_QuestLog.ReadyForTurnIn|AllowedWhenUntainted|
A|C_QuestLog.RemoveQuestWatch|AllowedWhenUntainted|
A|C_QuestLog.RemoveWorldQuestWatch|AllowedWhenUntainted|
A|C_QuestLog.RequestLoadQuestByID|AllowedWhenUntainted|
A|C_QuestLog.SetMapForQuestPOIs|AllowedWhenUntainted|
A|C_QuestLog.SetSelectedQuest|AllowedWhenUntainted|
A|C_QuestLog.ShouldDisplayTimeRemaining|AllowedWhenUntainted|
A|C_QuestLog.ShouldShowQuestRewards|AllowedWhenUntainted|
A|C_QuestLog.UnitIsRelatedToActiveQuest|AllowedWhenUntainted|
A|C_QuestOffer.GetQuestRequiredCurrencyInfo|AllowedWhenUntainted|
A|C_QuestOffer.GetQuestRewardCurrencyInfo|AllowedWhenUntainted|
A|C_QuestSession.SendSessionBeginResponse|AllowedWhenUntainted|
A|C_QuestSession.SetQuestIsSuperTracked|AllowedWhenUntainted|
A|C_RaidLocks.GetRedirectedDifficultyID|AllowedWhenUntainted|
A|C_RaidLocks.IsEncounterComplete|AllowedWhenUntainted|
A|C_RecentAllies.CanSetRecentAllyNote|AllowedWhenUntainted|
A|C_RecentAllies.GetRecentAllyByFullName|AllowedWhenUntainted|
A|C_RecentAllies.GetRecentAllyByGUID|AllowedWhenUntainted|
A|C_RecentAllies.IsRecentAllyByFullName|AllowedWhenUntainted|
A|C_RecentAllies.IsRecentAllyByGUID|AllowedWhenUntainted|
A|C_RecentAllies.IsRecentAllyPinned|AllowedWhenUntainted|
A|C_RecentAllies.SearchRecentAllies|AllowedWhenUntainted|
A|C_RecentAllies.SetRecentAllyNote|AllowedWhenUntainted|
A|C_RecentAllies.SetRecentAllyPinned|AllowedWhenUntainted|
A|C_RecruitAFriend.CanSummonFriend|AllowedWhenUntainted|
A|C_RecruitAFriend.ClaimActivityReward|AllowedWhenUntainted|
A|C_RecruitAFriend.ClaimNextReward|AllowedWhenUntainted|
A|C_RecruitAFriend.GetRecruitActivityRequirementsText|AllowedWhenUntainted|
A|C_RecruitAFriend.IsRecruitAFriendLinked|AllowedWhenUntainted|
A|C_RecruitAFriend.RemoveRAFRecruit|AllowedWhenUntainted|
A|C_RecruitAFriend.SummonFriend|AllowedWhenUntainted|
A|C_RemixArtifactUI.GetAppearanceInfoByID|AllowedWhenUntainted|
A|C_RemixArtifactUI.ItemInSlotIsRemixArtifact|AllowedWhenUntainted|
A|C_ReportSystem.CanReportPlayerForLanguage|AllowedWhenUntainted|
A|C_ReportSystem.CanReportPlayer|AllowedWhenUntainted|
A|C_ReportSystem.GetMajorCategoriesForReportType|AllowedWhenUntainted|
A|C_ReportSystem.GetMajorCategoryString|AllowedWhenUntainted|
A|C_ReportSystem.GetMinorCategoriesForReportTypeAndMajorCategory|AllowedWhenUntainted|
A|C_ReportSystem.GetMinorCategoryString|AllowedWhenUntainted|
A|C_ReportSystem.RequiresScreenshotForReportType|AllowedWhenUntainted|
A|C_ReportSystem.SendReport|AllowedWhenUntainted|
A|C_ReportSystem.SetScreenshotPreviewTexture|AllowedWhenUntainted|
A|C_Reputation.CollapseFactionHeader|AllowedWhenUntainted|
A|C_Reputation.ExpandFactionHeader|AllowedWhenUntainted|
A|C_Reputation.GetFactionDataByID|AllowedWhenUntainted|
A|C_Reputation.GetFactionDataByIndex|AllowedWhenUntainted|
A|C_Reputation.GetFactionParagonInfo|AllowedWhenUntainted|
A|C_Reputation.IsAccountWideReputation|AllowedWhenUntainted|
A|C_Reputation.IsFactionActive|AllowedWhenUntainted|
A|C_Reputation.IsFactionParagonForCurrentPlayer|AllowedWhenUntainted|
A|C_Reputation.IsFactionParagon|AllowedWhenUntainted|
A|C_Reputation.IsMajorFaction|AllowedWhenUntainted|
A|C_Reputation.RequestFactionParagonPreloadRewardData|AllowedWhenUntainted|
A|C_Reputation.SetFactionActive|AllowedWhenUntainted|
A|C_Reputation.SetLegacyReputationsShown|AllowedWhenUntainted|
A|C_Reputation.SetReputationSortType|AllowedWhenUntainted|
A|C_Reputation.SetSelectedFaction|AllowedWhenUntainted|
A|C_Reputation.SetWatchedFactionByID|AllowedWhenUntainted|
A|C_Reputation.SetWatchedFactionByIndex|AllowedWhenUntainted|
A|C_Reputation.ToggleFactionAtWar|AllowedWhenUntainted|
A|C_ResearchInfo.GetDigSitesForMap|AllowedWhenUntainted|
A|C_RestrictedActions.CheckAllowProtectedFunctions|AllowedWhenUntainted|
A|C_RestrictedActions.GetAddOnRestrictionState|AllowedWhenUntainted|
A|C_RestrictedActions.IsAddOnRestrictionActive|AllowedWhenUntainted|
A|C_Roleset.ApplyRolesetFilters|AllowedWhenUntainted|
A|C_ScenarioInfo.GetCriteriaInfoByStep|AllowedWhenUntainted|
A|C_ScenarioInfo.GetCriteriaInfo|AllowedWhenUntainted|
A|C_ScenarioInfo.GetJailersTowerTypeString|AllowedWhenUntainted|
A|C_ScenarioInfo.GetScenarioIconInfo|AllowedWhenUntainted|
A|C_ScenarioInfo.GetScenarioStepInfo|AllowedWhenUntainted|
A|C_ScenarioInfo.GetUnitCriteriaProgressValues|AllowedWhenUntainted|
A|C_ScrappingMachineUI.DropPendingScrapItemFromCursor|AllowedWhenUntainted|
A|C_ScrappingMachineUI.GetCurrentPendingScrapItemLocationByIndex|AllowedWhenUntainted|
A|C_ScrappingMachineUI.RemoveItemToScrap|AllowedWhenUntainted|
A|C_Secrets.CanCompareUnitTokens|AllowedWhenUntainted|
A|C_Secrets.GetPowerTypeSecrecy|AllowedWhenUntainted|
A|C_Secrets.GetSpellAuraSecrecy|AllowedWhenUntainted|
A|C_Secrets.GetSpellCastSecrecy|AllowedWhenUntainted|
A|C_Secrets.GetSpellCooldownSecrecy|AllowedWhenUntainted|
A|C_Secrets.ShouldActionCooldownBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldSpellAuraBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldSpellBookItemCooldownBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldSpellCooldownBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldTotemSlotBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldTotemSpellBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldUnitAuraIndexBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldUnitAuraInstanceBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldUnitAuraSlotBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldUnitComparisonBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldUnitHealthMaxBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldUnitIdentityBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldUnitPowerBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldUnitPowerMaxBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldUnitSpellCastBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldUnitSpellCastingBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldUnitThreatStateBeSecret|AllowedWhenUntainted|
A|C_Secrets.ShouldUnitThreatValuesBeSecret|AllowedWhenUntainted|
A|C_SettingsUtil.OpenSettingsPanel|AllowedWhenUntainted|
A|C_SocialQueue.GetAllGroups|AllowedWhenUntainted|
A|C_SocialQueue.GetGroupForPlayer|AllowedWhenUntainted|
A|C_SocialQueue.GetGroupInfo|AllowedWhenUntainted|
A|C_SocialQueue.GetGroupMembers|AllowedWhenUntainted|
A|C_SocialQueue.GetGroupQueues|AllowedWhenUntainted|
A|C_SocialQueue.RequestToJoin|AllowedWhenUntainted|
A|C_SocialQueue.SignalToastDisplayed|AllowedWhenUntainted|
A|C_SocialRestrictions.SetChatDisabled|AllowedWhenUntainted|
A|C_Soulbinds.ActivateSoulbind|AllowedWhenUntainted|
A|C_Soulbinds.CanActivateSoulbind|AllowedWhenUntainted|
A|C_Soulbinds.CanResetConduitsInSoulbind|AllowedWhenUntainted|
A|C_Soulbinds.CommitPendingConduitsInSoulbind|AllowedWhenUntainted|
A|C_Soulbinds.FindNodeIDActuallyInstalled|AllowedWhenUntainted|
A|C_Soulbinds.FindNodeIDAppearingInstalled|AllowedWhenUntainted|
A|C_Soulbinds.FindNodeIDPendingInstall|AllowedWhenUntainted|
A|C_Soulbinds.FindNodeIDPendingUninstall|AllowedWhenUntainted|
A|C_Soulbinds.GetConduitCollectionDataByVirtualID|AllowedWhenUntainted|
A|C_Soulbinds.GetConduitCollectionData|AllowedWhenUntainted|
A|C_Soulbinds.GetConduitCollection|AllowedWhenUntainted|
A|C_Soulbinds.GetConduitDisplayed|AllowedWhenUntainted|
A|C_Soulbinds.GetConduitHyperlink|AllowedWhenUntainted|
A|C_Soulbinds.GetConduitIDPendingInstall|AllowedWhenUntainted|
A|C_Soulbinds.GetConduitQuality|AllowedWhenUntainted|
A|C_Soulbinds.GetConduitRank|AllowedWhenUntainted|
A|C_Soulbinds.GetConduitSpellID|AllowedWhenUntainted|
A|C_Soulbinds.GetInstalledConduitID|AllowedWhenUntainted|
A|C_Soulbinds.GetNode|AllowedWhenUntainted|
A|C_Soulbinds.GetSoulbindData|AllowedWhenUntainted|
A|C_Soulbinds.GetSpecsAssignedToSoulbind|AllowedWhenUntainted|
A|C_Soulbinds.GetTree|AllowedWhenUntainted|
A|C_Soulbinds.HasAnyInstalledConduitInSoulbind|AllowedWhenUntainted|
A|C_Soulbinds.HasPendingConduitsInSoulbind|AllowedWhenUntainted|
A|C_Soulbinds.IsConduitInstalledInSoulbind|AllowedWhenUntainted|
A|C_Soulbinds.IsConduitInstalled|AllowedWhenUntainted|
A|C_Soulbinds.IsItemConduitByItemInfo|AllowedWhenUntainted|
A|C_Soulbinds.IsNodePendingModify|AllowedWhenUntainted|
A|C_Soulbinds.IsUnselectedConduitPendingInSoulbind|AllowedWhenUntainted|
A|C_Soulbinds.ModifyNode|AllowedWhenUntainted|
A|C_Soulbinds.SelectNode|AllowedWhenUntainted|
A|C_Soulbinds.UnmodifyNode|AllowedWhenUntainted|
A|C_Sound.GetSoundScaledVolume|AllowedWhenUntainted|
A|C_Sound.IsPlaying|AllowedWhenUntainted|
A|C_Sound.PlayItemSound|AllowedWhenUntainted|
A|C_Sound.PlaySoundWithOptions|AllowedWhenUntainted|
A|C_Sound.PlaySound|AllowedWhenUntainted|
A|C_Sound.PlayVocalErrorSound|AllowedWhenUntainted|
A|C_SpecializationInfo.GetActiveSpecGroup|AllowedWhenUntainted|
A|C_SpecializationInfo.GetClassIDFromSpecID|AllowedWhenUntainted|
A|C_SpecializationInfo.GetInspectSelectedPvpTalent|AllowedWhenUntainted|
A|C_SpecializationInfo.GetInspectSpecialization|AllowedWhenUntainted|
A|C_SpecializationInfo.GetNumSpecializationsForClassID|AllowedWhenUntainted|
A|C_SpecializationInfo.GetPvpTalentInfo|AllowedWhenUntainted|
A|C_SpecializationInfo.GetPvpTalentSlotInfo|AllowedWhenUntainted|
A|C_SpecializationInfo.GetPvpTalentSlotUnlockLevel|AllowedWhenUntainted|
A|C_SpecializationInfo.GetPvpTalentUnlockLevel|AllowedWhenUntainted|
A|C_SpecializationInfo.GetSpecIDs|AllowedWhenUntainted|
A|C_SpecializationInfo.GetSpecializationInfo|AllowedWhenUntainted|
A|C_SpecializationInfo.GetSpecializationMasterySpells|AllowedWhenUntainted|
A|C_SpecializationInfo.GetSpecialization|AllowedWhenUntainted|
A|C_SpecializationInfo.GetSpellsDisplay|AllowedWhenUntainted|
A|C_SpecializationInfo.GetTalentInfo|AllowedWhenUntainted|
A|C_SpecializationInfo.IsPvpTalentLocked|AllowedWhenUntainted|
A|C_SpecializationInfo.MatchesCurrentSpecSet|AllowedWhenUntainted|
A|C_SpecializationInfo.SetPetSpecialization|AllowedWhenUntainted|
A|C_SpecializationInfo.SetPvpTalentLocked|AllowedWhenUntainted|
A|C_SpecializationInfo.SetSpecialization|AllowedWhenUntainted|
A|C_Spell.CancelSpellByID|AllowedWhenUntainted|
A|C_Spell.DoesSpellExist|AllowedWhenUntainted|
A|C_Spell.EnableSpellRangeCheck|AllowedWhenUntainted|
A|C_Spell.GetAuraStatChanges|AllowedWhenUntainted|
A|C_Spell.GetBaseSpell|AllowedWhenTainted|
A|C_Spell.GetDeadlyDebuffInfo|AllowedWhenTainted|
A|C_Spell.GetItemModifiedAppearancesApplied|AllowedWhenUntainted|
A|C_Spell.GetLastCategoryCooldownSource|AllowedWhenTainted|
A|C_Spell.GetMawPowerLinkBySpellID|AllowedWhenTainted|
A|C_Spell.GetMawPowerRarityInfoBySpellID|AllowedWhenTainted|
A|C_Spell.GetOverrideSpell|AllowedWhenUntainted|
A|C_Spell.GetSchoolString|AllowedWhenTainted|
A|C_Spell.GetSpellAutoCast|AllowedWhenTainted|
A|C_Spell.GetSpellCastCount|AllowedWhenTainted|
A|C_Spell.GetSpellChargeDuration|AllowedWhenTainted|
A|C_Spell.GetSpellCharges|AllowedWhenTainted|
A|C_Spell.GetSpellCooldownDuration|AllowedWhenTainted|
A|C_Spell.GetSpellCooldown|AllowedWhenTainted|
A|C_Spell.GetSpellDescriptionForItemLocation|AllowedWhenTainted|
A|C_Spell.GetSpellDescription|AllowedWhenTainted|
A|C_Spell.GetSpellDisplayCount|AllowedWhenUntainted|
A|C_Spell.GetSpellIDForSpellIdentifier|AllowedWhenTainted|
A|C_Spell.GetSpellInfo|AllowedWhenTainted|
A|C_Spell.GetSpellLevelLearned|AllowedWhenTainted|
A|C_Spell.GetSpellLink|AllowedWhenTainted|
A|C_Spell.GetSpellLossOfControlCooldownDuration|AllowedWhenTainted|
A|C_Spell.GetSpellLossOfControlCooldownInfo|AllowedWhenTainted|
A|C_Spell.GetSpellMaxCumulativeAuraApplications|AllowedWhenTainted|
A|C_Spell.GetSpellName|AllowedWhenTainted|
A|C_Spell.GetSpellPowerCost|AllowedWhenTainted|
A|C_Spell.GetSpellSkillLineAbilityRank|AllowedWhenTainted|
A|C_Spell.GetSpellSubtext|AllowedWhenTainted|
A|C_Spell.GetSpellTexture|AllowedWhenTainted|
A|C_Spell.GetSpellTradeSkillLink|AllowedWhenTainted|
A|C_Spell.GetVisibilityInfo|AllowedWhenUntainted|
A|C_Spell.IsAutoAttackSpell|AllowedWhenTainted|
A|C_Spell.IsAutoRepeatSpell|AllowedWhenTainted|
A|C_Spell.IsClassTalentSpell|AllowedWhenTainted|
A|C_Spell.IsConsumableSpell|AllowedWhenTainted|
A|C_Spell.IsCurrentSpell|AllowedWhenTainted|
A|C_Spell.IsExternalDefensive|AllowedWhenUntainted|
A|C_Spell.IsPressHoldReleaseSpell|AllowedWhenTainted|
A|C_Spell.IsPriorityAura|AllowedWhenUntainted|
A|C_Spell.IsPvPTalentSpell|AllowedWhenTainted|
A|C_Spell.IsRangedAutoAttackSpell|AllowedWhenTainted|
A|C_Spell.IsSelfBuff|AllowedWhenUntainted|
A|C_Spell.IsSpellCrowdControl|AllowedWhenTainted|
A|C_Spell.IsSpellDataCached|AllowedWhenUntainted|
A|C_Spell.IsSpellDisabled|AllowedWhenTainted|
A|C_Spell.IsSpellHarmful|AllowedWhenTainted|
A|C_Spell.IsSpellHelpful|AllowedWhenTainted|
A|C_Spell.IsSpellImportant|AllowedWhenTainted|
A|C_Spell.IsSpellInRange|AllowedWhenTainted|
A|C_Spell.IsSpellPassive|AllowedWhenTainted|
A|C_Spell.IsSpellUsable|AllowedWhenTainted|
A|C_Spell.PickupSpell|AllowedWhenUntainted|
A|C_Spell.RequestLoadSpellData|AllowedWhenUntainted|
A|C_Spell.SetSpellAutoCastEnabled|AllowedWhenUntainted|
A|C_Spell.SpellHasRange|AllowedWhenTainted|
A|C_Spell.ToggleSpellAutoCast|AllowedWhenUntainted|
A|C_SpellActivationOverlay.IsSpellOverlayed|AllowedWhenUntainted|
A|C_SpellBook.CastSpellBookItem|AllowedWhenUntainted|
A|C_SpellBook.FindBaseSpellByID|AllowedWhenUntainted|
A|C_SpellBook.FindFlyoutSlotBySpellID|AllowedWhenUntainted|
A|C_SpellBook.FindSpellBookSlotForSpell|AllowedWhenUntainted|
A|C_SpellBook.FindSpellOverrideByID|AllowedWhenUntainted|
A|C_SpellBook.GetCurrentLevelSpells|AllowedWhenUntainted|
A|C_SpellBook.GetSkillLineIndexByID|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemAutoCast|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemCastCount|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemChargeDuration|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemCharges|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemCooldownDuration|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemCooldown|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemDescription|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemInfo|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemLevelLearned|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemLink|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemLossOfControlCooldownDuration|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemLossOfControlCooldownInfo|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemName|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemPowerCost|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemSkillLineIndex|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemTexture|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemTradeSkillLink|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookItemType|AllowedWhenUntainted|
A|C_SpellBook.GetSpellBookSkillLineInfo|AllowedWhenUntainted|
A|C_SpellBook.IsAutoAttackSpellBookItem|AllowedWhenUntainted|
A|C_SpellBook.IsClassTalentSpellBookItem|AllowedWhenUntainted|
