# Tools/apidoc_secrets.txt -- GENERATED, do not edit by hand.
#
# Source: the client's own APIDocumentation, exported by
# Tools/APIDump and converted by Tools/apidoc_import.py.
# Regenerate after every content patch.
#
#   H | build | interface | generated
#   F | function            | secret return aspects | structures with secret fields
#   A | function            | secret argument policy | aspects added
#   X | function            | forbidden aspects checked (argument)
#   S | structure | field   | ConditionalSecret,NeverSecret,...
#
# Only F records taint a value in Tools/lint_secret_values.py.
# The rest are recorded so the file stays useful as the linter grows.

H|12.1.0|120100|2026-09-13
A|C_Calendar.EventSelectInvite|AllowedWhenUntainted|
A|C_Calendar.EventSetClubId|AllowedWhenUntainted|
A|C_Calendar.EventSetDate|AllowedWhenUntainted|
A|C_Calendar.EventSetDescription|AllowedWhenUntainted|
A|C_Calendar.EventSetInviteStatus|AllowedWhenUntainted|
A|C_Calendar.EventSetModerator|AllowedWhenUntainted|
A|C_Calendar.EventSetTextureID|AllowedWhenUntainted|
A|C_Calendar.EventSetTime|AllowedWhenUntainted|
A|C_Calendar.EventSetTitle|AllowedWhenUntainted|
A|C_Calendar.EventSetType|AllowedWhenUntainted|
A|C_Calendar.EventSortInvites|AllowedWhenUntainted|
A|C_Calendar.GetClubCalendarEvents|AllowedWhenUntainted|
A|C_Calendar.GetDayEvent|AllowedWhenUntainted|
A|C_Calendar.GetEventIndexInfo|AllowedWhenUntainted|
A|C_Calendar.GetFirstPendingInvite|AllowedWhenUntainted|
A|C_Calendar.GetGuildEventInfo|AllowedWhenUntainted|
A|C_Calendar.GetGuildEventSelectionInfo|AllowedWhenUntainted|
A|C_Calendar.GetHolidayInfo|AllowedWhenUntainted|
A|C_Calendar.GetMonthInfo|AllowedWhenUntainted|
A|C_Calendar.GetNumDayEvents|AllowedWhenUntainted|
A|C_Calendar.GetRaidInfo|AllowedWhenUntainted|
A|C_Calendar.MassInviteCommunity|AllowedWhenUntainted|
A|C_Calendar.MassInviteGuild|AllowedWhenUntainted|
A|C_Calendar.OpenEvent|AllowedWhenUntainted|
A|C_Calendar.SetAbsMonth|AllowedWhenUntainted|
A|C_Calendar.SetMonth|AllowedWhenUntainted|
A|C_Calendar.SetNextClubId|AllowedWhenUntainted|
A|C_CampaignInfo.GetCampaignChapterInfo|AllowedWhenUntainted|
A|C_CampaignInfo.GetCampaignID|AllowedWhenUntainted|
A|C_CampaignInfo.GetCampaignInfo|AllowedWhenUntainted|
A|C_CampaignInfo.GetChapterIDs|AllowedWhenUntainted|
A|C_CampaignInfo.GetCurrentChapterID|AllowedWhenUntainted|
A|C_CampaignInfo.GetFailureReason|AllowedWhenUntainted|
A|C_CampaignInfo.GetState|AllowedWhenUntainted|
A|C_CampaignInfo.IsCampaignQuest|AllowedWhenUntainted|
A|C_CampaignInfo.SortAsNormalQuest|AllowedWhenUntainted|
A|C_CatalogShop.BulkPurchaseProducts|AllowedWhenUntainted|
A|C_CatalogShop.BulkRefundDecors|AllowedWhenUntainted|
A|C_CatalogShop.ConfirmHousingPurchase|AllowedWhenUntainted|
A|C_CatalogShop.FindBestCurrencyProductForNeededAmount|AllowedWhenUntainted|
A|C_CatalogShop.GetCatalogShopProductDisplayInfo|AllowedWhenUntainted|
A|C_CatalogShop.GetCategoryInfo|AllowedWhenUntainted|
A|C_CatalogShop.GetCategorySectionInfo|AllowedWhenUntainted|
A|C_CatalogShop.GetFirstCategoryByProductID|AllowedWhenUntainted|
A|C_CatalogShop.GetProductAvailabilityTimeRemainingSecs|AllowedWhenUntainted|
A|C_CatalogShop.GetProductIDsForBundle|AllowedWhenUntainted|
A|C_CatalogShop.GetProductIDsForCategorySection|AllowedWhenUntainted|
A|C_CatalogShop.GetProductIDsForCategory|AllowedWhenUntainted|
A|C_CatalogShop.GetProductInfo|AllowedWhenUntainted|
A|C_CatalogShop.GetProductSortOrder|AllowedWhenUntainted|
A|C_CatalogShop.GetRefundableDecors|AllowedWhenUntainted|
A|C_CatalogShop.GetSectionIDsForCategory|AllowedWhenUntainted|
A|C_CatalogShop.GetSpellVisualInfoForMount|AllowedWhenUntainted|
A|C_CatalogShop.GetVirtualCurrencyBalance|AllowedWhenUntainted|
A|C_CatalogShop.IsProductIncludedInAnyBundle|AllowedWhenUntainted|
A|C_CatalogShop.OnLegalDisclaimerClicked|AllowedWhenUntainted|
A|C_CatalogShop.ProductDisplayedTelemetry|AllowedWhenUntainted|
A|C_CatalogShop.ProductSelectedTelemetry|AllowedWhenUntainted|
A|C_CatalogShop.PurchaseProduct|AllowedWhenUntainted|
A|C_CatalogShop.RefreshVirtualCurrencyBalance|AllowedWhenUntainted|
A|C_CatalogShop.StartHousingVCPurchaseConfirmation|AllowedWhenUntainted|
A|C_ChallengeMode.CanUseKeystoneInCurrentMap|AllowedWhenUntainted|
A|C_ChallengeMode.GetAffixInfo|AllowedWhenUntainted|
A|C_ChallengeMode.GetDungeonScoreRarityColor|AllowedWhenUntainted|
A|C_ChallengeMode.GetKeystoneLevelRarityColor|AllowedWhenUntainted|
A|C_ChallengeMode.GetMapUIInfo|AllowedWhenUntainted|
A|C_ChallengeMode.GetPowerLevelDamageHealthMod|AllowedWhenUntainted|
A|C_ChallengeMode.GetSpecificDungeonOverallScoreRarityColor|AllowedWhenUntainted|
A|C_ChallengeMode.GetSpecificDungeonScoreRarityColor|AllowedWhenUntainted|
A|C_ChallengeMode.RequestLeaders|AllowedWhenUntainted|
A|C_ChatBubbles.GetAllChatBubbles|AllowedWhenUntainted|
A|C_ChatInfo.CanPlayerSpeakLanguage|AllowedWhenUntainted|
A|C_ChatInfo.DropCautionaryChatMessage|AllowedWhenUntainted|
A|C_ChatInfo.GetChannelInfoFromIdentifier|AllowedWhenUntainted|
A|C_ChatInfo.GetChannelRosterInfo|AllowedWhenUntainted|
A|C_ChatInfo.GetChannelRulesetForChannelID|AllowedWhenUntainted|
A|C_ChatInfo.GetChannelRuleset|AllowedWhenUntainted|
A|C_ChatInfo.GetChannelShortcutForChannelID|AllowedWhenUntainted|
A|C_ChatInfo.GetChannelShortcut|AllowedWhenUntainted|
A|C_ChatInfo.GetChatLineSenderGUID|AllowedWhenUntainted|
A|C_ChatInfo.GetChatLineSenderName|AllowedWhenUntainted|
A|C_ChatInfo.GetChatLineText|AllowedWhenUntainted|
A|C_ChatInfo.GetChatTypeName|AllowedWhenUntainted|
A|C_ChatInfo.GetClubStreamIDs|AllowedWhenUntainted|
A|C_ChatInfo.GetColorForChatType|AllowedWhenUntainted|
A|C_ChatInfo.IsAddonMessagePrefixRegistered|AllowedWhenUntainted|
A|C_ChatInfo.IsChannelRegionalForChannelID|AllowedWhenUntainted|
A|C_ChatInfo.IsChannelRegional|AllowedWhenUntainted|
A|C_ChatInfo.IsChatLineCensored|AllowedWhenUntainted|
A|C_ChatInfo.IsPartyChannelType|AllowedWhenUntainted|
A|C_ChatInfo.IsTimerunningPlayer|AllowedWhenTainted|
A|C_ChatInfo.IsValidChatLine|AllowedWhenUntainted|
A|C_ChatInfo.IsValidCombatFilterName|AllowedWhenUntainted|
A|C_ChatInfo.PerformEmote|AllowedWhenUntainted|
A|C_ChatInfo.RegisterAddonMessagePrefix|AllowedWhenUntainted|
A|C_ChatInfo.ReplaceIconAndGroupExpressions|AllowedWhenTainted|
A|C_ChatInfo.RequestCanLocalWhisperTarget|AllowedWhenUntainted|
A|C_ChatInfo.SendAddonMessageLogged|NotAllowed|
A|C_ChatInfo.SendAddonMessage|NotAllowed|
A|C_ChatInfo.SendCautionaryChatMessage|AllowedWhenUntainted|
A|C_ChatInfo.SendChatMessage|AllowedWhenUntainted|
A|C_ChatInfo.SwapChatChannelsByChannelIndex|AllowedWhenUntainted|
A|C_ChatInfo.UncensorChatLine|AllowedWhenUntainted|
A|C_ChromieTime.GetChromieTimeExpansionOption|AllowedWhenUntainted|
A|C_ChromieTime.SelectChromieTimeOption|AllowedWhenUntainted|
A|C_ClassColor.GetClassColor|AllowedWhenTainted|
A|C_ClassTalents.CommitConfig|AllowedWhenUntainted|
A|C_ClassTalents.DeleteConfig|AllowedWhenUntainted|
A|C_ClassTalents.GetConfigIDsBySpecID|AllowedWhenUntainted|
A|C_ClassTalents.GetHeroTalentSpecsForClassSpec|AllowedWhenUntainted|
A|C_ClassTalents.GetLastSelectedSavedConfigID|AllowedWhenUntainted|
A|C_ClassTalents.GetTraitTreeForSpec|AllowedWhenUntainted|
A|C_ClassTalents.ImportLoadout|AllowedWhenUntainted|
A|C_ClassTalents.InitializeViewLoadout|AllowedWhenUntainted|
A|C_ClassTalents.IsConfigPopulated|AllowedWhenUntainted|
A|C_ClassTalents.LoadConfig|AllowedWhenUntainted|
A|C_ClassTalents.RenameConfig|AllowedWhenUntainted|
A|C_ClassTalents.RequestNewConfig|AllowedWhenUntainted|
A|C_ClassTalents.SaveConfig|AllowedWhenUntainted|
A|C_ClassTalents.SetStarterBuildActive|AllowedWhenUntainted|
A|C_ClassTalents.SetUsesSharedActionBars|AllowedWhenUntainted|
A|C_ClassTalents.SwitchToLoadoutByIndex|AllowedWhenUntainted|
A|C_ClassTalents.SwitchToLoadoutByName|AllowedWhenUntainted|
A|C_ClassTalents.SwitchToSpecializationByIndex|AllowedWhenUntainted|
A|C_ClassTalents.SwitchToSpecializationByName|AllowedWhenUntainted|
A|C_ClassTalents.UpdateLastSelectedSavedConfigID|AllowedWhenUntainted|
A|C_ClassTalents.ViewLoadout|AllowedWhenUntainted|
A|C_ClickBindings.CanSpellBeClickBound|AllowedWhenTainted|
A|C_ClickBindings.ExecuteBinding|AllowedWhenUntainted|
A|C_ClickBindings.GetBindingType|AllowedWhenUntainted|
A|C_ClickBindings.GetEffectiveInteractionButton|AllowedWhenUntainted|
A|C_ClickBindings.SetProfileByInfo|AllowedWhenUntainted|
A|C_ClientScene.IsSceneTypeActive|AllowedWhenUntainted|
A|C_Club.AcceptInvitation|AllowedWhenUntainted|
A|C_Club.AddClubStreamChatChannel|AllowedWhenUntainted|
A|C_Club.AdvanceStreamViewMarker|AllowedWhenUntainted|
A|C_Club.AreMembersReady|AllowedWhenUntainted|
A|C_Club.AssignMemberRole|AllowedWhenUntainted|
A|C_Club.CanResolvePlayerLocationFromClubMessageData|AllowedWhenUntainted|
A|C_Club.CompareBattleNetDisplayName|AllowedWhenUntainted|
A|C_Club.CreateClub|AllowedWhenUntainted|
A|C_Club.CreateStream|AllowedWhenUntainted|
A|C_Club.CreateTicket|AllowedWhenUntainted|
A|C_Club.DeclineInvitation|AllowedWhenUntainted|
A|C_Club.DestroyClub|AllowedWhenUntainted|
A|C_Club.DestroyMessage|AllowedWhenUntainted|
A|C_Club.DestroyStream|AllowedWhenUntainted|
A|C_Club.DestroyTicket|AllowedWhenUntainted|
A|C_Club.DoesCommunityHaveMembersOfTheOppositeFaction|AllowedWhenUntainted|
A|C_Club.EditClub|AllowedWhenUntainted|
A|C_Club.EditMessage|AllowedWhenUntainted|
A|C_Club.EditStream|AllowedWhenUntainted|
A|C_Club.FocusMembers|AllowedWhenUntainted|
A|C_Club.FocusStream|AllowedWhenUntainted|
A|C_Club.GetAssignableRoles|AllowedWhenUntainted|
A|C_Club.GetAvatarIdList|AllowedWhenUntainted|
A|C_Club.GetClubInfo|AllowedWhenUntainted|
A|C_Club.GetClubLimits|AllowedWhenUntainted|
A|C_Club.GetClubMembers|AllowedWhenUntainted|
A|C_Club.GetClubPrivileges|AllowedWhenUntainted|
A|C_Club.GetClubStreamNotificationSettings|AllowedWhenUntainted|
A|C_Club.GetCommunityNameResultText|AllowedWhenUntainted|
A|C_Club.GetInvitationCandidates|AllowedWhenUntainted|
A|C_Club.GetInvitationInfo|AllowedWhenUntainted|
A|C_Club.GetInvitationsForClub|AllowedWhenUntainted|
A|C_Club.GetLastTicketResponse|AllowedWhenUntainted|
A|C_Club.GetMemberInfoForSelf|AllowedWhenUntainted|
A|C_Club.GetMemberInfo|AllowedWhenUntainted|
A|C_Club.GetMessageInfo|AllowedWhenUntainted|
A|C_Club.GetMessageRanges|AllowedWhenUntainted|
A|C_Club.GetMessagesBefore|AllowedWhenUntainted|
A|C_Club.GetMessagesInRange|AllowedWhenUntainted|
A|C_Club.GetStreamInfo|AllowedWhenUntainted|
A|C_Club.GetStreamViewMarker|AllowedWhenUntainted|
A|C_Club.GetStreams|AllowedWhenUntainted|
A|C_Club.GetTickets|AllowedWhenUntainted|
A|C_Club.IsAccountMuted|AllowedWhenUntainted|
A|C_Club.IsBeginningOfStream|AllowedWhenUntainted|
A|C_Club.IsSubscribedToStream|AllowedWhenUntainted|
A|C_Club.KickMember|AllowedWhenUntainted|
A|C_Club.LeaveClub|AllowedWhenUntainted|
A|C_Club.RedeemTicket|AllowedWhenUntainted|
A|C_Club.RequestInvitationsForClub|AllowedWhenUntainted|
A|C_Club.RequestMoreMessagesBefore|AllowedWhenUntainted|
A|C_Club.RequestTickets|AllowedWhenUntainted|
A|C_Club.RequestTicket|AllowedWhenUntainted|
A|C_Club.RevokeInvitation|AllowedWhenUntainted|
A|C_Club.SendBattleTagFriendRequest|AllowedWhenUntainted|
A|C_Club.SendCharacterInvitation|AllowedWhenUntainted|
A|C_Club.SendInvitation|AllowedWhenUntainted|
A|C_Club.SendMessage|AllowedWhenUntainted|
A|C_Club.SendTitleFriendRequest|AllowedWhenUntainted|
A|C_Club.SetAutoAdvanceStreamViewMarker|AllowedWhenUntainted|
A|C_Club.SetAvatarTexture|AllowedWhenUntainted|
A|C_Club.SetClubMemberNote|AllowedWhenUntainted|
A|C_Club.SetClubPresenceSubscription|AllowedWhenUntainted|
A|C_Club.SetClubStreamNotificationSettings|AllowedWhenUntainted|
A|C_Club.SetCommunityID|AllowedWhenUntainted|
A|C_Club.SetFavorite|AllowedWhenUntainted|
A|C_Club.SetSocialQueueingEnabled|AllowedWhenUntainted|
A|C_Club.ShouldAllowClubType|AllowedWhenUntainted|
A|C_Club.UnfocusAllStreams|AllowedWhenUntainted|
A|C_Club.UnfocusMembers|AllowedWhenUntainted|
A|C_Club.UnfocusStream|AllowedWhenUntainted|
A|C_Club.ValidateText|AllowedWhenUntainted|
A|C_ClubFinder.ApplicantAcceptClubInvite|AllowedWhenUntainted|
A|C_ClubFinder.ApplicantDeclineClubInvite|AllowedWhenUntainted|
A|C_ClubFinder.CancelMembershipRequest|AllowedWhenUntainted|
A|C_ClubFinder.DoesPlayerBelongToClubFromClubGUID|AllowedWhenUntainted|
A|C_ClubFinder.GetClubTypeFromFinderGUID|AllowedWhenUntainted|
A|C_ClubFinder.GetFocusIndexFromFlag|AllowedWhenUntainted|
A|C_ClubFinder.GetPlayerClubApplicationStatus|AllowedWhenUntainted|
A|C_ClubFinder.GetPostingIDFromClubFinderGUID|AllowedWhenUntainted|
A|C_ClubFinder.GetRecruitingClubInfoFromClubID|AllowedWhenUntainted|
A|C_ClubFinder.GetRecruitingClubInfoFromFinderGUID|AllowedWhenUntainted|
A|C_ClubFinder.GetStatusOfPostingFromClubId|AllowedWhenUntainted|
A|C_ClubFinder.HasAlreadyAppliedToLinkedPosting|AllowedWhenUntainted|
A|C_ClubFinder.HasPostingBeenDelisted|AllowedWhenUntainted|
A|C_ClubFinder.IsListingEnabledFromFlags|AllowedWhenUntainted|
A|C_ClubFinder.IsPostingBanned|AllowedWhenUntainted|
A|C_ClubFinder.IsValidSearchString|AllowedWhenUntainted|
A|C_ClubFinder.LookupClubPostingFromClubFinderGUID|AllowedWhenUntainted|
A|C_ClubFinder.PlayerRequestPendingClubsList|AllowedWhenUntainted|
A|C_ClubFinder.PostClub|AllowedWhenUntainted|
A|C_ClubFinder.RequestApplicantList|AllowedWhenUntainted|
A|C_ClubFinder.RequestClubsList|AllowedWhenUntainted|
A|C_ClubFinder.RequestMembershipToClub|AllowedWhenUntainted|
A|C_ClubFinder.RequestNextCommunityPage|AllowedWhenUntainted|
A|C_ClubFinder.RequestNextGuildPage|AllowedWhenUntainted|
A|C_ClubFinder.RequestPostingInformationFromClubId|AllowedWhenUntainted|
A|C_ClubFinder.RespondToApplicant|AllowedWhenUntainted|
A|C_ClubFinder.ReturnClubApplicantList|AllowedWhenUntainted|
A|C_ClubFinder.ReturnPendingClubApplicantList|AllowedWhenUntainted|
A|C_ClubFinder.SendChatWhisper|AllowedWhenUntainted|
A|C_ClubFinder.SetAllRecruitmentSettings|AllowedWhenUntainted|
A|C_ClubFinder.SetPlayerApplicantLocaleFlags|AllowedWhenUntainted|
A|C_ClubFinder.SetPlayerApplicantSettings|AllowedWhenUntainted|
A|C_ClubFinder.SetRecruitmentLocale|AllowedWhenUntainted|
A|C_ClubFinder.SetRecruitmentSettings|AllowedWhenUntainted|
A|C_ColorOverrides.GetColorForQuality|AllowedWhenUntainted|
A|C_ColorOverrides.GetColorOverrideInfo|AllowedWhenUntainted|
A|C_ColorOverrides.GetDefaultColorForQuality|AllowedWhenUntainted|
A|C_ColorOverrides.RemoveColorOverride|AllowedWhenUntainted|
A|C_ColorOverrides.SetColorOverride|AllowedWhenUntainted|
A|C_ColorUtil.ConvertHSLToHSV|AllowedWhenUntainted|
A|C_ColorUtil.ConvertHSVToHSL|AllowedWhenUntainted|
A|C_ColorUtil.ConvertHSVToRGB|AllowedWhenUntainted|
A|C_ColorUtil.ConvertRGBToHSV|AllowedWhenUntainted|
A|C_ColorUtil.GenerateTextColorCode|AllowedWhenTainted|
A|C_ColorUtil.WrapTextInColorCode|AllowedWhenTainted|
A|C_ColorUtil.WrapTextInColor|AllowedWhenTainted|
A|C_CombatAudioAlert.AddToKnownTargetingList|AllowedWhenUntainted|
A|C_CombatAudioAlert.GetCategoryVoice|AllowedWhenUntainted|
A|C_CombatAudioAlert.GetCategoryVolume|AllowedWhenUntainted|
A|C_CombatAudioAlert.GetFormatSetting|AllowedWhenUntainted|
A|C_CombatAudioAlert.GetSpecSetting|AllowedWhenUntainted|
A|C_CombatAudioAlert.GetThrottle|AllowedWhenUntainted|
A|C_CombatAudioAlert.RemoveFromKnownTargetingList|AllowedWhenUntainted|
A|C_CombatAudioAlert.SetCategoryVoice|AllowedWhenUntainted|
A|C_CombatAudioAlert.SetCategoryVolume|AllowedWhenUntainted|
A|C_CombatAudioAlert.SetFormatSetting|AllowedWhenUntainted|
A|C_CombatAudioAlert.SetSpeakerSpeed|AllowedWhenUntainted|
A|C_CombatAudioAlert.SetSpecSetting|AllowedWhenUntainted|
A|C_CombatAudioAlert.SetThrottle|AllowedWhenUntainted|
A|C_CombatAudioAlert.SpeakText|AllowedWhenUntainted|
A|C_CombatLog.ApplyFilterSettings|AllowedWhenUntainted|
A|C_CombatLog.DoesObjectMatchFilter|AllowedWhenUntainted|
A|C_CombatLog.SetEntryRetentionTime|AllowedWhenUntainted|
A|C_CombatLog.SetFilteredEventsEnabled|AllowedWhenUntainted|
A|C_CombatLog.SetMessageLimit|AllowedWhenUntainted|
A|C_CombatLogSecure.CreateCombatLogMessage|AllowedWhenUntainted|
A|C_CombatLogSecure.GetEntryCount|AllowedWhenUntainted|
A|C_CombatLogSecure.SeekToNewestEntry|AllowedWhenUntainted|
A|C_CombatLogSecure.SeekToPreviousEntry|AllowedWhenUntainted|
A|C_CombatText.SetActiveUnit|AllowedWhenUntainted|
A|C_Commentator.AddPlayerOverrideName|AllowedWhenUntainted|
A|C_Commentator.AddTrackedDefensiveAuras|AllowedWhenUntainted|
A|C_Commentator.AddTrackedOffensiveAuras|AllowedWhenUntainted|
A|C_Commentator.AssignPlayerToTeam|AllowedWhenUntainted|
A|C_Commentator.AssignPlayersToTeamInCurrentInstance|AllowedWhenUntainted|
A|C_Commentator.AssignPlayersToTeam|AllowedWhenUntainted|
A|C_Commentator.ClearLookAtTarget|AllowedWhenUntainted|
A|C_Commentator.FindSpectatedUnit|AllowedWhenUntainted|
A|C_Commentator.FindTeamNameInCurrentInstance|AllowedWhenUntainted|
A|C_Commentator.FindTeamNameInDirectory|AllowedWhenUntainted|
A|C_Commentator.FollowPlayer|AllowedWhenUntainted|
A|C_Commentator.FollowUnit|AllowedWhenUntainted|
A|C_Commentator.GetAdditionalCameraWeightByToken|AllowedWhenUntainted|
A|C_Commentator.GetIndirectSpellID|AllowedWhenUntainted|
A|C_Commentator.GetInstanceInfo|AllowedWhenUntainted|
A|C_Commentator.GetMapInfo|AllowedWhenUntainted|
A|C_Commentator.GetNumPlayers|AllowedWhenUntainted|
A|C_Commentator.GetOrCreateSeries|AllowedWhenUntainted|
A|C_Commentator.GetPlayerAuraInfoByUnit|AllowedWhenUntainted|
A|C_Commentator.GetPlayerAuraInfo|AllowedWhenUntainted|
A|C_Commentator.GetPlayerCooldownInfoByUnit|AllowedWhenUntainted|
A|C_Commentator.GetPlayerCooldownInfo|AllowedWhenUntainted|
A|C_Commentator.GetPlayerCrowdControlInfoByUnit|AllowedWhenUntainted|
A|C_Commentator.GetPlayerCrowdControlInfo|AllowedWhenUntainted|
A|C_Commentator.GetPlayerData|AllowedWhenUntainted|
A|C_Commentator.GetPlayerFlagInfoByUnit|AllowedWhenUntainted|
A|C_Commentator.GetPlayerFlagInfo|AllowedWhenUntainted|
A|C_Commentator.GetPlayerItemCooldownInfoByUnit|AllowedWhenUntainted|
A|C_Commentator.GetPlayerItemCooldownInfo|AllowedWhenUntainted|
A|C_Commentator.GetPlayerOverrideName|AllowedWhenUntainted|
A|C_Commentator.GetPlayerSpellChargesByUnit|AllowedWhenUntainted|
A|C_Commentator.GetPlayerSpellCharges|AllowedWhenUntainted|
A|C_Commentator.GetStartLocation|AllowedWhenUntainted|
A|C_Commentator.GetTeamColorByUnit|AllowedWhenUntainted|
A|C_Commentator.GetTeamColor|AllowedWhenUntainted|
A|C_Commentator.GetTrackedSpellID|AllowedWhenUntainted|
A|C_Commentator.GetTrackedSpellsByUnit|AllowedWhenUntainted|
A|C_Commentator.GetTrackedSpells|AllowedWhenUntainted|
A|C_Commentator.GetUnitData|AllowedWhenUntainted|
A|C_Commentator.GetWargameInfo|AllowedWhenUntainted|
A|C_Commentator.HasTrackedAuras|AllowedWhenUntainted|
A|C_Commentator.IsTrackedDefensiveAura|AllowedWhenUntainted|
A|C_Commentator.IsTrackedOffensiveAura|AllowedWhenUntainted|
A|C_Commentator.IsTrackedSpellByUnit|AllowedWhenUntainted|
A|C_Commentator.IsTrackedSpell|AllowedWhenUntainted|
A|C_Commentator.LookAtPlayer|AllowedWhenUntainted|
A|C_Commentator.RemovePlayerOverrideName|AllowedWhenUntainted|
A|C_Commentator.RequestPlayerCooldownInfo|AllowedWhenUntainted|
A|C_Commentator.ResetSeriesScores|AllowedWhenUntainted|
A|C_Commentator.SendAddonMessageLogged|AllowedWhenUntainted|
A|C_Commentator.SendAddonMessage|AllowedWhenUntainted|
A|C_Commentator.SetAdditionalCameraWeightByToken|AllowedWhenUntainted|
A|C_Commentator.SetAdditionalCameraWeight|AllowedWhenUntainted|
A|C_Commentator.SetBlocklistedAuras|AllowedWhenUntainted|
A|C_Commentator.SetBlocklistedCooldowns|AllowedWhenUntainted|
A|C_Commentator.SetBlocklistedItemCooldowns|AllowedWhenUntainted|
A|C_Commentator.SetCameraCollision|AllowedWhenUntainted|
A|C_Commentator.SetCameraPosition|AllowedWhenUntainted|
A|C_Commentator.SetCamera|AllowedWhenUntainted|
A|C_Commentator.SetCheatsEnabled|AllowedWhenUntainted|
A|C_Commentator.SetCommentatorHistory|AllowedWhenUntainted|
A|C_Commentator.SetDistanceBeforeForcedHorizontalConvergence|AllowedWhenUntainted|
A|C_Commentator.SetDurationToForceHorizontalConvergence|AllowedWhenUntainted|
A|C_Commentator.SetExcludeDistance|AllowedWhenUntainted|
A|C_Commentator.SetFollowCameraSpeeds|AllowedWhenUntainted|
A|C_Commentator.SetHardlockWeight|AllowedWhenUntainted|
A|C_Commentator.SetHorizontalAngleThresholdToSmooth|AllowedWhenUntainted|
A|C_Commentator.SetLookAtLerpAmount|AllowedWhenUntainted|
A|C_Commentator.SetMapAndInstanceIndex|AllowedWhenUntainted|
A|C_Commentator.SetMouseDisabled|AllowedWhenUntainted|
A|C_Commentator.SetMoveSpeed|AllowedWhenUntainted|
A|C_Commentator.SetMsToHoldForHorizontalMovement|AllowedWhenUntainted|
A|C_Commentator.SetMsToHoldForVerticalMovement|AllowedWhenUntainted|
A|C_Commentator.SetMsToSmoothHorizontalChange|AllowedWhenUntainted|
A|C_Commentator.SetMsToSmoothVerticalChange|AllowedWhenUntainted|
A|C_Commentator.SetPositionLerpAmount|AllowedWhenUntainted|
A|C_Commentator.SetRequestedDebuffCooldowns|AllowedWhenUntainted|
A|C_Commentator.SetRequestedDefensiveCooldowns|AllowedWhenUntainted|
A|C_Commentator.SetRequestedItemCooldowns|AllowedWhenUntainted|
A|C_Commentator.SetRequestedOffensiveCooldowns|AllowedWhenUntainted|
A|C_Commentator.SetSeriesScores|AllowedWhenUntainted|
A|C_Commentator.SetSeriesScore|AllowedWhenUntainted|
A|C_Commentator.SetSmartCameraLocked|AllowedWhenUntainted|
A|C_Commentator.SetSmoothFollowTransitioning|AllowedWhenUntainted|
A|C_Commentator.SetSoftlockWeight|AllowedWhenUntainted|
A|C_Commentator.SetSpeedFactor|AllowedWhenUntainted|
A|C_Commentator.SetTargetHeightOffset|AllowedWhenUntainted|
A|C_Commentator.SetUseSmartCamera|AllowedWhenUntainted|
A|C_Commentator.SpellUsesItemCharges|AllowedWhenUntainted|
A|C_Commentator.StartWargame|AllowedWhenUntainted|
A|C_Commentator.UpdateMapInfo|AllowedWhenUntainted|
A|C_Commentator.ZoomIn_Position|AllowedWhenUntainted|
A|C_Commentator.ZoomOut_Position|AllowedWhenUntainted|
A|C_ConfigurationWarnings.GetConfigurationWarningSeen|AllowedWhenUntainted|
A|C_ConfigurationWarnings.GetConfigurationWarningString|AllowedWhenUntainted|
A|C_ConfigurationWarnings.GetConfigurationWarnings|AllowedWhenUntainted|
A|C_ConfigurationWarnings.SetConfigurationWarningSeen|AllowedWhenUntainted|
A|C_ConsoleScriptCollection.GetCollectionDataByID|AllowedWhenUntainted|
A|C_ConsoleScriptCollection.GetCollectionDataByTag|AllowedWhenUntainted|
A|C_ConsoleScriptCollection.GetElements|AllowedWhenUntainted|
A|C_ConsoleScriptCollection.GetScriptData|AllowedWhenUntainted|
A|C_Container.ContainerIDToInventoryID|AllowedWhenUntainted|
A|C_Container.ContainerRefundItemPurchase|AllowedWhenUntainted|
A|C_Container.GetBagName|AllowedWhenUntainted|
A|C_Container.GetBagSlotFlag|AllowedWhenUntainted|
A|C_Container.GetContainerFreeSlots|AllowedWhenUntainted|
A|C_Container.GetContainerItemCooldown|AllowedWhenUntainted|
A|C_Container.GetContainerItemDurability|AllowedWhenUntainted|
A|C_Container.GetContainerItemEquipmentSetInfo|AllowedWhenUntainted|
A|C_Container.GetContainerItemID|AllowedWhenUntainted|
A|C_Container.GetContainerItemInfo|AllowedWhenUntainted|
A|C_Container.GetContainerItemLink|AllowedWhenUntainted|
A|C_Container.GetContainerItemPurchaseCurrency|AllowedWhenUntainted|
A|C_Container.GetContainerItemPurchaseInfo|AllowedWhenUntainted|
A|C_Container.GetContainerItemPurchaseItem|AllowedWhenUntainted|
A|C_Container.GetContainerItemQuestInfo|AllowedWhenUntainted|
A|C_Container.GetContainerNumFreeSlots|AllowedWhenUntainted|
A|C_Container.GetContainerNumSlots|AllowedWhenUntainted|
A|C_Container.GetItemCooldown|AllowedWhenUntainted|
A|C_Container.HasContainerItem|AllowedWhenUntainted|
A|C_Container.IsBattlePayItem|AllowedWhenUntainted|
A|C_Container.IsContainerFiltered|AllowedWhenUntainted|
A|C_Container.PickupContainerItem|AllowedWhenUntainted|
A|C_Container.SetBackpackAutosortDisabled|AllowedWhenUntainted|
A|C_Container.SetBackpackSellJunkDisabled|AllowedWhenUntainted|
